"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value"
"1984Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1984Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1984Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1984Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1985Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1985Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1985Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1985Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1986Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1986Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1986Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1986Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1987Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1987Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1987Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1987Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1988Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1988Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1988Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1988Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1989Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1989Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1989Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1989Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1990Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1990Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1990Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1990Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1991Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1991Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1991Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1991Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1992Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1992Q2","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1992Q3","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1992Q4","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
"1993Q1","European Union (15 countries)","Chain linked volumes (2010), million euro","Seasonally adjusted and adjusted data by working days","Gross domestic product at market prices",":"
